experience_coding,python_user,r_user,sql_user,most_used,compensation
1.7,TRUE,FALSE,FALSE,None,286
0.72,TRUE,TRUE,FALSE,Scikit-learn,51176
0.97,TRUE,FALSE,TRUE,TensorFlow,88054
1.1,TRUE,TRUE,FALSE,Scikit-learn,187916
2.7,TRUE,FALSE,FALSE,PyTorch,1121
7.8,TRUE,FALSE,TRUE,Keras,144193
4.9,TRUE,FALSE,FALSE,Keras,74454
3.4,TRUE,FALSE,TRUE,None,67076
0.96,TRUE,TRUE,FALSE,TensorFlow,65457
0,FALSE,FALSE,FALSE,None,36
28.8,TRUE,FALSE,TRUE,None,1326
3.6,TRUE,FALSE,FALSE,PyTorch,198998
3.4,TRUE,FALSE,TRUE,Keras,4386
2.8,TRUE,FALSE,TRUE,PyTorch,16291
4.6,TRUE,TRUE,FALSE,None,50626
1.1,TRUE,FALSE,FALSE,TensorFlow,83151
0.52,TRUE,FALSE,FALSE,Keras,61477
1.8,TRUE,TRUE,FALSE,PyTorch,2681
3.2,TRUE,FALSE,FALSE,PyTorch,59830
2.6,TRUE,FALSE,FALSE,Scikit-learn,57350
0.62,TRUE,TRUE,FALSE,Keras,71861
12,TRUE,FALSE,TRUE,PyTorch,123213
0.2,FALSE,FALSE,TRUE,None,187
3,FALSE,FALSE,TRUE,None,53770
1.7,TRUE,TRUE,TRUE,None,73781
15.1,TRUE,TRUE,TRUE,Scikit-learn,148104
3.1,TRUE,TRUE,FALSE,None,55939
0.32,TRUE,FALSE,FALSE,None,489
7.9,TRUE,FALSE,TRUE,None,23486
3.1,TRUE,FALSE,FALSE,PyTorch,998
28,TRUE,FALSE,TRUE,Scikit-learn,234630
1.2,TRUE,TRUE,TRUE,Scikit-learn,10371
15.3,TRUE,TRUE,TRUE,Keras,2164
0.78,TRUE,FALSE,TRUE,TensorFlow,4983
0.46,FALSE,FALSE,FALSE,TensorFlow,64583
3.8,TRUE,FALSE,FALSE,Keras,8185
7.4,FALSE,FALSE,TRUE,None,23236
1,TRUE,FALSE,FALSE,Scikit-learn,71000
0.52,TRUE,FALSE,FALSE,None,286341
0.64,TRUE,TRUE,FALSE,None,861
3.8,TRUE,FALSE,TRUE,Scikit-learn,23131
1,TRUE,FALSE,FALSE,None,57431
3.4,TRUE,FALSE,FALSE,TensorFlow,68504
2.3,TRUE,FALSE,TRUE,Keras,1484
0.42,TRUE,FALSE,FALSE,None,8626
2.8,TRUE,FALSE,TRUE,TensorFlow,60976
1.6,TRUE,FALSE,TRUE,PyTorch,1200
12.9,FALSE,TRUE,TRUE,Scikit-learn,119543
2.3,TRUE,FALSE,TRUE,Scikit-learn,69555
2,FALSE,TRUE,FALSE,Keras,78480
1.5,TRUE,FALSE,FALSE,None,1761
29.4,TRUE,FALSE,FALSE,TensorFlow,5161
0.29,TRUE,FALSE,TRUE,Scikit-learn,58251
0.44,FALSE,FALSE,FALSE,TensorFlow,507
1.6,TRUE,TRUE,TRUE,Scikit-learn,298
2.2,TRUE,FALSE,TRUE,None,53014
1.2,TRUE,FALSE,TRUE,None,73902
6.5,TRUE,FALSE,FALSE,Scikit-learn,32957
4.6,TRUE,FALSE,FALSE,None,63455
2.9,TRUE,FALSE,TRUE,None,50563
1.9,TRUE,TRUE,TRUE,Scikit-learn,52191
2.8,TRUE,FALSE,FALSE,None,724
29.3,FALSE,TRUE,FALSE,None,137232
0.59,TRUE,FALSE,TRUE,Scikit-learn,1391
1.5,TRUE,TRUE,FALSE,TensorFlow,72207
0,FALSE,FALSE,FALSE,None,109168
8.1,FALSE,FALSE,TRUE,None,71802
19.1,TRUE,FALSE,TRUE,Scikit-learn,5988
22.5,TRUE,FALSE,FALSE,None,54612
12.7,TRUE,TRUE,FALSE,PyTorch,121175
1.7,TRUE,FALSE,TRUE,PyTorch,34853
4.1,FALSE,FALSE,FALSE,None,716
4.7,TRUE,FALSE,FALSE,PyTorch,43232
2.8,TRUE,FALSE,FALSE,None,45653
2.4,TRUE,TRUE,TRUE,PyTorch,368
0.89,TRUE,FALSE,FALSE,Scikit-learn,29390
0.73,TRUE,FALSE,FALSE,None,61295
0,FALSE,FALSE,FALSE,None,108499
14.5,TRUE,FALSE,FALSE,Keras,2622
3.9,FALSE,FALSE,TRUE,Scikit-learn,8799
3.6,FALSE,FALSE,FALSE,None,73197
14.9,TRUE,TRUE,TRUE,None,214600
2,TRUE,FALSE,FALSE,Scikit-learn,59226
1.5,TRUE,TRUE,FALSE,Keras,5219
6.6,TRUE,FALSE,FALSE,Scikit-learn,190730
0.57,FALSE,FALSE,FALSE,Scikit-learn,47461
20.7,TRUE,TRUE,TRUE,Keras,1157452
21.7,TRUE,FALSE,TRUE,Scikit-learn,95316
8.3,FALSE,FALSE,FALSE,Keras,88229
2.9,TRUE,FALSE,TRUE,None,51057
1.3,TRUE,FALSE,FALSE,TensorFlow,458
0.87,TRUE,FALSE,TRUE,None,67410
0.62,TRUE,FALSE,TRUE,None,71397
0.37,FALSE,FALSE,FALSE,None,56940
2.6,TRUE,FALSE,FALSE,None,40330
1,TRUE,TRUE,TRUE,None,72260
2.7,TRUE,FALSE,TRUE,Scikit-learn,52532
0.23,TRUE,FALSE,FALSE,None,73966
7.6,TRUE,FALSE,FALSE,PyTorch,51327
12.7,TRUE,TRUE,TRUE,None,50699
1.2,TRUE,FALSE,TRUE,TensorFlow,1925
23.9,TRUE,FALSE,TRUE,Scikit-learn,263700
14.5,TRUE,FALSE,FALSE,Scikit-learn,58024
2.9,FALSE,FALSE,TRUE,None,2796
0,FALSE,FALSE,FALSE,None,2870
6.6,TRUE,FALSE,FALSE,Scikit-learn,1594
6,TRUE,TRUE,FALSE,None,657
0.25,TRUE,FALSE,FALSE,Scikit-learn,687
1.1,FALSE,FALSE,TRUE,None,68531
2.1,TRUE,FALSE,FALSE,Keras,4931
0.64,TRUE,FALSE,FALSE,None,73688
19.6,FALSE,FALSE,FALSE,None,161179
3,TRUE,TRUE,TRUE,TensorFlow,47139
1.3,TRUE,TRUE,TRUE,Scikit-learn,59938
2.2,TRUE,FALSE,FALSE,None,2800
0.58,TRUE,FALSE,FALSE,None,60311
10.6,TRUE,TRUE,TRUE,Scikit-learn,199379
5.2,TRUE,TRUE,TRUE,Scikit-learn,55747
23.5,FALSE,TRUE,TRUE,Scikit-learn,29133
2.7,FALSE,FALSE,TRUE,Scikit-learn,21308
11.9,TRUE,FALSE,FALSE,Keras,96578
0.24,TRUE,FALSE,FALSE,Scikit-learn,67349
0.5,TRUE,FALSE,FALSE,None,55556
0.84,TRUE,FALSE,FALSE,None,415
2.4,TRUE,FALSE,TRUE,Scikit-learn,56618
0.47,TRUE,TRUE,FALSE,None,4793
1.6,TRUE,FALSE,FALSE,Scikit-learn,949
0.75,TRUE,FALSE,FALSE,None,4153
1.9,TRUE,TRUE,FALSE,Scikit-learn,61478
3.5,TRUE,FALSE,FALSE,TensorFlow,11361
1.1,TRUE,TRUE,TRUE,None,28
17.7,TRUE,FALSE,FALSE,Keras,114910
0.23,TRUE,FALSE,FALSE,None,61610
0,FALSE,FALSE,FALSE,None,1758
6.7,TRUE,FALSE,TRUE,TensorFlow,7173
0.47,TRUE,FALSE,TRUE,None,12296
0.32,TRUE,TRUE,TRUE,None,20265
0.41,TRUE,FALSE,FALSE,Scikit-learn,1833
7.6,TRUE,FALSE,TRUE,None,180661
2.5,TRUE,FALSE,FALSE,None,7380
3.7,TRUE,FALSE,FALSE,TensorFlow,216109
4.6,TRUE,FALSE,TRUE,None,68757
1.4,TRUE,FALSE,TRUE,None,70956
5.1,TRUE,FALSE,FALSE,Scikit-learn,232032
6.6,TRUE,FALSE,FALSE,Scikit-learn,86106
2.3,TRUE,FALSE,TRUE,Scikit-learn,148
11.9,FALSE,TRUE,TRUE,None,100932
17.4,FALSE,FALSE,TRUE,None,32521
3.9,TRUE,FALSE,FALSE,TensorFlow,72855
0.94,TRUE,FALSE,FALSE,None,51586
2.3,TRUE,FALSE,TRUE,Keras,8780
15.4,TRUE,FALSE,TRUE,Scikit-learn,170964
0.37,TRUE,FALSE,FALSE,None,986
1.8,TRUE,TRUE,FALSE,Scikit-learn,63557
0.58,TRUE,TRUE,TRUE,None,57676
0.5,TRUE,FALSE,FALSE,Scikit-learn,27434
0.45,TRUE,FALSE,FALSE,None,62528
1.4,TRUE,FALSE,FALSE,Keras,6012
0.37,TRUE,FALSE,FALSE,None,60057
2.8,TRUE,FALSE,TRUE,None,3164
3.2,TRUE,FALSE,FALSE,TensorFlow,836
2.9,TRUE,FALSE,FALSE,Scikit-learn,62906
16,TRUE,FALSE,FALSE,Scikit-learn,115066
22.3,TRUE,FALSE,FALSE,TensorFlow,114015
0.54,TRUE,FALSE,FALSE,Scikit-learn,68321
0.98,TRUE,FALSE,FALSE,None,70016
0.37,TRUE,FALSE,FALSE,Scikit-learn,59379
14.8,TRUE,FALSE,TRUE,Keras,102750
24.7,FALSE,TRUE,FALSE,None,7396
6,TRUE,FALSE,FALSE,None,60028
1.7,TRUE,FALSE,FALSE,Scikit-learn,56015
5.4,TRUE,FALSE,FALSE,TensorFlow,66651
4.9,TRUE,FALSE,FALSE,Scikit-learn,307
0.9,TRUE,TRUE,TRUE,PyTorch,55691
0.9,FALSE,FALSE,FALSE,None,68333
0.66,FALSE,TRUE,FALSE,Scikit-learn,65249
3.4,TRUE,FALSE,FALSE,Scikit-learn,71791
0.48,TRUE,FALSE,FALSE,None,7985
4.1,TRUE,FALSE,FALSE,None,51246
6.7,TRUE,FALSE,FALSE,Scikit-learn,61155
1.6,TRUE,FALSE,FALSE,Scikit-learn,2550
4.1,TRUE,FALSE,FALSE,Scikit-learn,194438
1.5,TRUE,FALSE,TRUE,PyTorch,66170
2,TRUE,FALSE,FALSE,Scikit-learn,60547
2.2,TRUE,FALSE,FALSE,None,74746
0.23,TRUE,FALSE,FALSE,None,72867
0.71,TRUE,FALSE,FALSE,Scikit-learn,53953
1.2,TRUE,FALSE,FALSE,PyTorch,369
15.9,FALSE,TRUE,FALSE,None,78573
17.8,TRUE,FALSE,FALSE,None,34034
0.98,TRUE,FALSE,FALSE,None,52895
7.8,TRUE,FALSE,TRUE,Scikit-learn,693
22.3,TRUE,FALSE,FALSE,TensorFlow,71516
3.1,TRUE,TRUE,FALSE,Scikit-learn,53348
2.9,TRUE,FALSE,FALSE,Scikit-learn,12749
1.6,TRUE,FALSE,FALSE,TensorFlow,965
22.7,TRUE,TRUE,TRUE,PyTorch,62837
3.3,TRUE,FALSE,TRUE,TensorFlow,73287
2.5,TRUE,FALSE,FALSE,None,848
3.4,TRUE,FALSE,FALSE,TensorFlow,38506
4.8,FALSE,FALSE,TRUE,None,622
1.1,TRUE,FALSE,TRUE,Scikit-learn,55249
0.31,TRUE,FALSE,TRUE,None,51451
4.1,TRUE,FALSE,FALSE,None,72294
2.9,TRUE,TRUE,FALSE,Scikit-learn,925
1.3,TRUE,TRUE,TRUE,None,69740
14.9,TRUE,FALSE,FALSE,Scikit-learn,195600
0.91,TRUE,TRUE,FALSE,None,59432
1.6,TRUE,FALSE,TRUE,None,32472
27.6,TRUE,FALSE,FALSE,TensorFlow,75960
4.6,TRUE,FALSE,FALSE,PyTorch,12665
1.9,FALSE,FALSE,TRUE,TensorFlow,2391
0.54,FALSE,FALSE,FALSE,None,58056
2.5,TRUE,TRUE,TRUE,Keras,59248
0.83,TRUE,FALSE,TRUE,None,59944
16.9,TRUE,TRUE,TRUE,Keras,147494
1.6,TRUE,FALSE,TRUE,None,60077
0.47,FALSE,FALSE,FALSE,None,65068
0,FALSE,FALSE,FALSE,None,467
2.9,TRUE,FALSE,FALSE,Scikit-learn,238
0.45,TRUE,FALSE,FALSE,TensorFlow,63712
15.3,FALSE,FALSE,FALSE,None,1716
2,FALSE,FALSE,TRUE,None,53430
2.5,TRUE,FALSE,TRUE,TensorFlow,73884
23.9,TRUE,FALSE,FALSE,Scikit-learn,113086
3.4,TRUE,FALSE,TRUE,Scikit-learn,110227
1.6,TRUE,FALSE,FALSE,Scikit-learn,63731
2.3,TRUE,FALSE,TRUE,TensorFlow,65542
0.53,TRUE,FALSE,FALSE,Scikit-learn,60439
0,FALSE,FALSE,FALSE,None,9734
7.7,TRUE,TRUE,FALSE,PyTorch,64265
16,TRUE,FALSE,FALSE,Keras,38569
0.42,TRUE,FALSE,TRUE,None,437
0.36,TRUE,FALSE,FALSE,Scikit-learn,67711
1.2,TRUE,FALSE,FALSE,None,59487
3.6,TRUE,FALSE,FALSE,PyTorch,7475
2.3,TRUE,FALSE,TRUE,Scikit-learn,869
1.7,FALSE,FALSE,TRUE,TensorFlow,375
2.2,TRUE,FALSE,FALSE,TensorFlow,14724
0,FALSE,FALSE,FALSE,None,71654
1.3,FALSE,FALSE,FALSE,None,63589
2.1,TRUE,FALSE,TRUE,TensorFlow,12767
22.4,TRUE,TRUE,TRUE,None,295
1.9,TRUE,FALSE,FALSE,Scikit-learn,3618
23.2,TRUE,FALSE,FALSE,TensorFlow,150790
1.6,TRUE,FALSE,FALSE,PyTorch,74466
0,FALSE,FALSE,FALSE,None,77664
0.42,FALSE,TRUE,TRUE,None,27969
2.1,TRUE,FALSE,FALSE,TensorFlow,63919
0.96,TRUE,FALSE,TRUE,None,62695
0.99,FALSE,FALSE,FALSE,None,70615
15.4,TRUE,TRUE,TRUE,Scikit-learn,22086
0.49,TRUE,TRUE,TRUE,Keras,702
3.7,TRUE,FALSE,FALSE,TensorFlow,47235
3.1,TRUE,FALSE,FALSE,Scikit-learn,71745
1.8,TRUE,TRUE,TRUE,None,475
0.32,TRUE,TRUE,TRUE,Scikit-learn,1294
0.25,TRUE,FALSE,TRUE,PyTorch,72134
0.9,TRUE,FALSE,FALSE,None,96
0,FALSE,FALSE,FALSE,None,20697
1.3,TRUE,FALSE,FALSE,Keras,56493
0.21,TRUE,FALSE,TRUE,PyTorch,36682
0.25,TRUE,FALSE,TRUE,Scikit-learn,797
2,TRUE,FALSE,FALSE,Keras,71755
1.2,TRUE,TRUE,TRUE,None,77002
0.83,TRUE,FALSE,TRUE,Scikit-learn,57906
0.36,TRUE,FALSE,FALSE,None,52328
0.78,FALSE,TRUE,FALSE,None,117313
1.9,TRUE,FALSE,FALSE,Keras,52114
3.4,TRUE,FALSE,FALSE,PyTorch,200005
0,FALSE,FALSE,FALSE,None,30666
0.34,TRUE,FALSE,FALSE,None,63999
0.74,TRUE,FALSE,FALSE,None,66045
3,TRUE,FALSE,FALSE,None,70456
8.7,TRUE,FALSE,TRUE,Scikit-learn,25830
1.5,TRUE,TRUE,FALSE,Scikit-learn,30212
0.98,TRUE,FALSE,FALSE,Scikit-learn,68769
0.85,TRUE,FALSE,FALSE,None,54796
1.1,TRUE,FALSE,TRUE,Scikit-learn,14539
4,TRUE,FALSE,FALSE,PyTorch,68533
3.4,TRUE,FALSE,FALSE,Keras,68178
19,TRUE,TRUE,TRUE,None,227596
0.58,TRUE,FALSE,FALSE,TensorFlow,66393
7.1,TRUE,TRUE,TRUE,Scikit-learn,61787
0.86,TRUE,FALSE,FALSE,Scikit-learn,57169
0.79,TRUE,FALSE,FALSE,Keras,66417
2.2,TRUE,FALSE,FALSE,None,33738
25.9,TRUE,FALSE,FALSE,Scikit-learn,68998
2.3,TRUE,FALSE,TRUE,Scikit-learn,12990
2,TRUE,FALSE,TRUE,Scikit-learn,66235
6.8,TRUE,FALSE,TRUE,Scikit-learn,120872
11.9,TRUE,FALSE,FALSE,Scikit-learn,1264
12.3,TRUE,FALSE,TRUE,Scikit-learn,51860
26.2,TRUE,TRUE,TRUE,TensorFlow,39644
29.2,TRUE,FALSE,TRUE,Keras,67783
2,TRUE,FALSE,FALSE,PyTorch,2006
20.3,TRUE,TRUE,FALSE,Scikit-learn,152427
2.8,TRUE,FALSE,FALSE,Scikit-learn,13021
0.34,FALSE,FALSE,FALSE,None,76867
0.5,FALSE,FALSE,FALSE,Keras,1127
10.4,TRUE,FALSE,TRUE,PyTorch,194437
0.41,TRUE,FALSE,TRUE,Scikit-learn,5110
3.8,TRUE,FALSE,TRUE,Scikit-learn,23935
14.2,TRUE,FALSE,FALSE,Scikit-learn,68378
2.3,TRUE,TRUE,TRUE,Keras,4721
2.7,TRUE,FALSE,TRUE,None,56512
2.8,TRUE,FALSE,FALSE,Scikit-learn,69615
0.68,FALSE,TRUE,TRUE,None,57962
1.1,TRUE,FALSE,TRUE,Scikit-learn,2660
0.93,FALSE,FALSE,TRUE,None,61320
17.1,TRUE,FALSE,TRUE,PyTorch,275076
0,FALSE,FALSE,FALSE,None,59606
0.93,TRUE,FALSE,FALSE,Keras,66288
1.9,TRUE,FALSE,FALSE,Scikit-learn,65938
0.89,TRUE,TRUE,FALSE,PyTorch,58746
2.2,TRUE,FALSE,TRUE,Scikit-learn,8768
3.3,TRUE,FALSE,FALSE,Keras,2499
1.7,TRUE,FALSE,TRUE,TensorFlow,4
19.2,TRUE,TRUE,TRUE,Scikit-learn,55692
21.8,TRUE,FALSE,TRUE,PyTorch,52806
6.8,TRUE,FALSE,TRUE,Scikit-learn,116824
8.3,TRUE,FALSE,FALSE,Keras,16992
0.43,TRUE,FALSE,FALSE,Scikit-learn,71833
4.1,TRUE,FALSE,TRUE,TensorFlow,65136
22.4,TRUE,FALSE,TRUE,TensorFlow,44390
1.1,TRUE,FALSE,FALSE,Scikit-learn,51161
3.9,TRUE,FALSE,TRUE,Scikit-learn,99564
12.2,TRUE,FALSE,FALSE,Keras,80369
0.95,TRUE,FALSE,TRUE,None,58527
0.99,FALSE,FALSE,FALSE,None,186889
3,FALSE,FALSE,FALSE,None,52367
1.5,TRUE,TRUE,TRUE,PyTorch,57831
0.34,TRUE,FALSE,TRUE,Scikit-learn,71439
2.2,TRUE,TRUE,FALSE,Keras,63046
1.9,TRUE,FALSE,FALSE,None,10794
19.8,TRUE,FALSE,TRUE,Scikit-learn,3937
0.89,TRUE,TRUE,TRUE,None,69251
5.9,TRUE,FALSE,TRUE,TensorFlow,919
1.2,TRUE,FALSE,TRUE,Scikit-learn,6616
0.31,TRUE,FALSE,TRUE,None,70812
24.1,TRUE,FALSE,FALSE,Scikit-learn,61666
14.9,TRUE,FALSE,TRUE,None,50654
4.9,TRUE,FALSE,FALSE,TensorFlow,57956
2.7,TRUE,TRUE,FALSE,Scikit-learn,354
2.4,TRUE,FALSE,TRUE,Keras,60303
1.4,TRUE,TRUE,FALSE,None,55282
3.6,TRUE,FALSE,TRUE,Scikit-learn,156602
9.1,TRUE,FALSE,FALSE,PyTorch,13288
27.1,TRUE,FALSE,FALSE,Scikit-learn,124608
0,FALSE,FALSE,FALSE,None,177
4.5,TRUE,FALSE,TRUE,Scikit-learn,55465
1.5,TRUE,FALSE,TRUE,Scikit-learn,82670
0.78,TRUE,FALSE,TRUE,Scikit-learn,57370
1.3,TRUE,FALSE,FALSE,Scikit-learn,70456
4.3,TRUE,FALSE,TRUE,PyTorch,63016
2.4,TRUE,FALSE,FALSE,Scikit-learn,203518
1.9,TRUE,FALSE,TRUE,Keras,30673
3.7,TRUE,TRUE,TRUE,TensorFlow,41112
5.7,TRUE,FALSE,TRUE,None,61515
3.8,TRUE,FALSE,TRUE,Keras,65759
0.83,TRUE,FALSE,TRUE,Scikit-learn,54005
1.8,TRUE,TRUE,TRUE,None,50606
2.7,TRUE,FALSE,FALSE,Scikit-learn,111
0.45,TRUE,FALSE,TRUE,PyTorch,14911
0,FALSE,FALSE,FALSE,None,5956
0.33,TRUE,FALSE,FALSE,None,51381
6.2,TRUE,FALSE,TRUE,Keras,235253
1.8,TRUE,FALSE,FALSE,Scikit-learn,52493
6.9,TRUE,FALSE,TRUE,Keras,52271
20,TRUE,FALSE,TRUE,Scikit-learn,31318
2.5,TRUE,FALSE,FALSE,None,62032
5.4,TRUE,FALSE,FALSE,Keras,755
4.4,TRUE,FALSE,FALSE,Keras,69675
1.7,TRUE,FALSE,FALSE,Scikit-learn,54766
1.7,TRUE,TRUE,FALSE,Keras,67663
2.3,TRUE,FALSE,FALSE,None,57993
3.8,TRUE,FALSE,FALSE,TensorFlow,74491
2.4,TRUE,FALSE,FALSE,PyTorch,96836
2.9,TRUE,FALSE,FALSE,Keras,67261
3.1,TRUE,FALSE,FALSE,Scikit-learn,50447
0.7,TRUE,FALSE,TRUE,Scikit-learn,70919
11.6,TRUE,FALSE,FALSE,Keras,249889
1.7,TRUE,FALSE,FALSE,Scikit-learn,53735
1.9,TRUE,FALSE,TRUE,Keras,62454
0.39,TRUE,TRUE,TRUE,None,963
1.4,TRUE,FALSE,FALSE,TensorFlow,59200
0.72,TRUE,FALSE,FALSE,None,2613
16.6,TRUE,FALSE,TRUE,TensorFlow,37241
0.75,TRUE,FALSE,TRUE,Scikit-learn,12801
1.6,TRUE,TRUE,TRUE,None,62744
0.33,TRUE,FALSE,FALSE,Scikit-learn,51991
12,TRUE,FALSE,TRUE,Scikit-learn,48582
4,TRUE,FALSE,TRUE,PyTorch,5079
18.9,FALSE,FALSE,TRUE,None,57291
0.44,TRUE,TRUE,TRUE,Scikit-learn,53043
1.4,TRUE,FALSE,TRUE,TensorFlow,655
1,TRUE,FALSE,FALSE,Scikit-learn,946
0.37,FALSE,FALSE,TRUE,None,68925
7.4,TRUE,FALSE,FALSE,TensorFlow,64659
3.5,TRUE,FALSE,TRUE,PyTorch,91245
1.5,TRUE,FALSE,TRUE,Scikit-learn,22158
0.92,TRUE,FALSE,TRUE,None,59712
0.63,TRUE,FALSE,FALSE,TensorFlow,69104
18.4,TRUE,TRUE,TRUE,Scikit-learn,110058
1.3,TRUE,FALSE,FALSE,None,74513
18.9,TRUE,FALSE,TRUE,Scikit-learn,55346
0,FALSE,FALSE,FALSE,None,11180
3.1,TRUE,FALSE,FALSE,PyTorch,31215
0.61,TRUE,FALSE,FALSE,Scikit-learn,56474
2.5,TRUE,FALSE,FALSE,Keras,6880
1.6,TRUE,TRUE,FALSE,Scikit-learn,86435
1.7,TRUE,FALSE,FALSE,None,69702
0.31,TRUE,FALSE,TRUE,Scikit-learn,54105
18.4,FALSE,FALSE,TRUE,None,19151
2.4,TRUE,FALSE,TRUE,Keras,55292
0.38,FALSE,FALSE,TRUE,None,74266
1.2,TRUE,TRUE,TRUE,Scikit-learn,839
2.2,TRUE,FALSE,FALSE,Keras,54336
5.1,FALSE,FALSE,FALSE,None,12166
1.1,TRUE,FALSE,FALSE,Keras,682
8.8,TRUE,TRUE,TRUE,PyTorch,93097
0.65,TRUE,FALSE,FALSE,None,67507
28.6,TRUE,FALSE,FALSE,PyTorch,53579
1.6,TRUE,FALSE,TRUE,PyTorch,447456
1.2,TRUE,FALSE,TRUE,None,70059
2.7,TRUE,FALSE,FALSE,None,74320
7.3,TRUE,FALSE,FALSE,None,56509
2.8,TRUE,TRUE,TRUE,Scikit-learn,55300
4.7,TRUE,FALSE,TRUE,Scikit-learn,74676
0,FALSE,FALSE,FALSE,None,689
1.8,TRUE,TRUE,FALSE,Scikit-learn,59757
1.3,TRUE,FALSE,FALSE,PyTorch,866
7.5,TRUE,FALSE,FALSE,TensorFlow,9002
1.6,TRUE,FALSE,TRUE,None,55316
22.7,FALSE,FALSE,FALSE,Keras,272018
0.32,TRUE,FALSE,TRUE,TensorFlow,70048
2.6,FALSE,FALSE,FALSE,Scikit-learn,577
1,TRUE,TRUE,FALSE,Scikit-learn,57104
1.6,TRUE,FALSE,FALSE,None,37
1.7,TRUE,FALSE,FALSE,TensorFlow,54
0.42,TRUE,FALSE,FALSE,Scikit-learn,552
26.8,TRUE,TRUE,TRUE,Scikit-learn,130087
2.4,TRUE,TRUE,TRUE,None,74857
7.3,TRUE,FALSE,FALSE,Scikit-learn,71081
0.27,TRUE,FALSE,FALSE,Scikit-learn,51095
14,TRUE,FALSE,TRUE,PyTorch,182939
2.7,FALSE,FALSE,TRUE,PyTorch,48673
7.9,TRUE,TRUE,TRUE,None,64455
0.98,TRUE,FALSE,FALSE,Scikit-learn,994
1.7,TRUE,TRUE,TRUE,None,38367
0.2,TRUE,FALSE,FALSE,None,70691
2.7,TRUE,FALSE,FALSE,Scikit-learn,52922
2,TRUE,FALSE,FALSE,Scikit-learn,51572
25.5,FALSE,TRUE,FALSE,PyTorch,91269
27.6,TRUE,FALSE,FALSE,Scikit-learn,104615
0.85,TRUE,FALSE,TRUE,PyTorch,3831
3.9,TRUE,FALSE,FALSE,Keras,50165
3.8,TRUE,FALSE,TRUE,None,74981
7.2,TRUE,TRUE,FALSE,Scikit-learn,154101
2.1,TRUE,FALSE,TRUE,TensorFlow,330
4.7,TRUE,FALSE,FALSE,Scikit-learn,53103
0.81,FALSE,FALSE,FALSE,None,69364
8.8,TRUE,FALSE,TRUE,Keras,56538
4.3,TRUE,FALSE,FALSE,Keras,70959
4.5,TRUE,FALSE,TRUE,TensorFlow,74954
12.8,TRUE,FALSE,FALSE,Scikit-learn,2629
1.5,TRUE,FALSE,TRUE,Scikit-learn,8922
10.9,TRUE,FALSE,TRUE,PyTorch,191185
1.6,TRUE,FALSE,TRUE,Keras,63389
9.2,TRUE,FALSE,TRUE,Keras,85799
0.27,TRUE,FALSE,TRUE,PyTorch,55702
0.93,TRUE,FALSE,FALSE,None,9533
1.1,FALSE,FALSE,FALSE,None,51912
3,TRUE,TRUE,TRUE,Keras,688
8.7,TRUE,FALSE,FALSE,Keras,50001
3.8,TRUE,FALSE,TRUE,Scikit-learn,66955
4.1,TRUE,TRUE,FALSE,Scikit-learn,822
18.1,FALSE,TRUE,FALSE,None,29850
1.6,TRUE,FALSE,TRUE,TensorFlow,61983
0.72,TRUE,FALSE,TRUE,None,66091
0.23,TRUE,FALSE,FALSE,TensorFlow,1783
3.2,TRUE,TRUE,FALSE,Keras,5074
8.1,TRUE,TRUE,TRUE,TensorFlow,43935
10.4,TRUE,TRUE,FALSE,Keras,3675
29.6,FALSE,FALSE,FALSE,None,21208
10.4,TRUE,FALSE,FALSE,None,56080
16.1,TRUE,FALSE,FALSE,PyTorch,98280
0.52,TRUE,FALSE,FALSE,None,73305
24.6,TRUE,FALSE,TRUE,TensorFlow,27614
4.3,TRUE,FALSE,TRUE,TensorFlow,55137
4.3,TRUE,FALSE,TRUE,None,66252
0.52,TRUE,FALSE,FALSE,Keras,291
2.6,TRUE,FALSE,TRUE,TensorFlow,7477
9.8,TRUE,FALSE,TRUE,Scikit-learn,12337
3.6,TRUE,FALSE,TRUE,Scikit-learn,64653
0.21,TRUE,FALSE,TRUE,Scikit-learn,50399
0.73,FALSE,FALSE,TRUE,None,60702
27.6,TRUE,TRUE,TRUE,Scikit-learn,51593
1.5,TRUE,FALSE,FALSE,Keras,188
0,FALSE,FALSE,FALSE,None,718
1,TRUE,FALSE,FALSE,None,55687
2.6,TRUE,TRUE,TRUE,TensorFlow,61539
1.5,TRUE,FALSE,TRUE,PyTorch,25897
6.3,TRUE,FALSE,FALSE,PyTorch,62662
1.5,TRUE,FALSE,TRUE,Keras,66206
6.8,TRUE,FALSE,FALSE,Scikit-learn,72097
4,TRUE,FALSE,FALSE,Scikit-learn,64740
2.6,TRUE,TRUE,FALSE,TensorFlow,71172
2.1,TRUE,FALSE,FALSE,TensorFlow,53068
0.95,TRUE,FALSE,FALSE,TensorFlow,57264
26.1,TRUE,TRUE,TRUE,PyTorch,108256
1.2,TRUE,TRUE,TRUE,None,31086
26.3,TRUE,FALSE,TRUE,None,211540
0,FALSE,FALSE,FALSE,None,82289
1,TRUE,FALSE,TRUE,Keras,672
3.9,TRUE,FALSE,FALSE,Keras,956
22,TRUE,TRUE,TRUE,Scikit-learn,187449
0.62,TRUE,FALSE,FALSE,Scikit-learn,1235
0.65,TRUE,FALSE,FALSE,None,60860
0.73,TRUE,FALSE,TRUE,None,10595
8.9,TRUE,FALSE,FALSE,Keras,68979
