experience_coding,python_user,r_user,sql_user,most_used,compensation,categories
19.3,True,False,True,,30322,15-20 Years
16.9,True,False,False,,73256,15-20 Years
21.5,True,False,False,Keras,44044,20-25 Years
3.7,True,False,False,Scikit-learn,53747, < 5 Years
13.2,False,True,False,Scikit-learn,110624,10-15 Years
2.6,False,False,False,,13142, < 5 Years
4.4,True,False,False,Scikit-learn,1769, < 5 Years
16.6,True,True,True,Keras,177060,15-20 Years
2.7,True,True,False,PyTorch,2305, < 5 Years
25.4,False,False,True,PyTorch,5112,25+ Years
0.87,True,False,False,,24719, < 5 Years
4.6,True,False,False,Scikit-learn,53617, < 5 Years
0.0,False,False,False,,4414, < 5 Years
7.8,False,True,True,,119163,5-10 Years
4.3,True,True,True,TensorFlow,68056, < 5 Years
15.1,True,False,False,Scikit-learn,39631,15-20 Years
0.63,True,False,False,,61033, < 5 Years
3.4,False,True,False,,4664, < 5 Years
4.9,True,True,False,Scikit-learn,5972, < 5 Years
17.3,True,False,False,Scikit-learn,116627,15-20 Years
0.22,True,False,False,,60312, < 5 Years
21.4,True,True,True,TensorFlow,17161,20-25 Years
4.6,True,False,False,Scikit-learn,73361, < 5 Years
1.6,True,False,False,,7497, < 5 Years
2.9,False,False,False,,59362, < 5 Years
2.4,True,False,False,,72847, < 5 Years
1.4,True,False,False,Scikit-learn,52312, < 5 Years
9.9,True,False,True,Scikit-learn,168698,5-10 Years
1.0,True,False,True,Scikit-learn,51926, < 5 Years
14.8,True,False,True,Scikit-learn,107680,10-15 Years
0.96,True,True,True,,50602, < 5 Years
3.2,True,True,False,,63340, < 5 Years
2.1,True,False,False,Keras,51007, < 5 Years
3.8,True,False,False,Keras,60753, < 5 Years
4.5,False,False,True,TensorFlow,1494, < 5 Years
0.39,True,False,False,PyTorch,55940, < 5 Years
0.53,True,False,False,PyTorch,533, < 5 Years
0.36,True,False,False,,774, < 5 Years
2.7,True,False,False,,69834, < 5 Years
2.1,True,True,False,,50028, < 5 Years
3.7,True,True,False,TensorFlow,65006, < 5 Years
0.36,True,False,True,TensorFlow,4394, < 5 Years
3.2,True,False,False,PyTorch,925, < 5 Years
6.2,True,True,True,Scikit-learn,164554,5-10 Years
1.5,True,False,False,TensorFlow,18732, < 5 Years
2.7,True,False,False,Scikit-learn,57012, < 5 Years
9.2,True,True,False,Scikit-learn,77256,5-10 Years
4.7,True,True,True,TensorFlow,15, < 5 Years
0.67,False,False,False,,76280, < 5 Years
0.67,True,False,True,,311, < 5 Years
3.5,True,False,False,,53385, < 5 Years
3.8,True,False,False,TensorFlow,67224, < 5 Years
4.0,True,True,True,Scikit-learn,426, < 5 Years
1.2,True,False,False,Scikit-learn,462, < 5 Years
11.1,True,False,True,PyTorch,71792,10-15 Years
0.31,False,False,False,Scikit-learn,57650, < 5 Years
7.4,True,False,True,TensorFlow,50035,5-10 Years
4.6,True,False,False,Scikit-learn,74850, < 5 Years
2.7,True,False,False,TensorFlow,22672, < 5 Years
0.65,True,False,False,,70198, < 5 Years
7.7,True,False,False,Scikit-learn,12495,5-10 Years
27.2,True,False,False,PyTorch,262825,25+ Years
2.3,True,False,False,,943, < 5 Years
24.8,True,False,True,PyTorch,68130,20-25 Years
0.58,True,True,False,TensorFlow,59748, < 5 Years
0.84,True,False,True,,687, < 5 Years
4.2,True,False,False,,66844, < 5 Years
0.24,True,False,True,,907, < 5 Years
0.42,False,False,False,,1683, < 5 Years
0.54,True,False,False,Scikit-learn,57841, < 5 Years
4.4,True,False,False,Scikit-learn,10014, < 5 Years
1.0,True,False,False,,51256, < 5 Years
1.1,False,False,False,,724, < 5 Years
0.0,False,False,False,,37176, < 5 Years
0.55,True,True,True,Scikit-learn,664, < 5 Years
3.3,True,False,False,TensorFlow,58955, < 5 Years
3.6,True,False,True,,52074, < 5 Years
2.9,True,False,True,PyTorch,62230, < 5 Years
2.7,True,True,True,PyTorch,446, < 5 Years
2.9,True,False,False,Scikit-learn,61991, < 5 Years
0.34,True,False,False,,70674, < 5 Years
0.0,False,False,False,,115214, < 5 Years
1.7,True,False,False,Scikit-learn,64155, < 5 Years
0.77,True,False,True,Scikit-learn,2050, < 5 Years
2.9,True,True,True,Keras,107028, < 5 Years
1.7,True,False,False,Keras,56847, < 5 Years
5.5,True,False,True,Keras,71175,5-10 Years
4.1,True,True,False,Scikit-learn,286, < 5 Years
0.26,True,False,True,,35473, < 5 Years
2.8,True,False,False,PyTorch,60927, < 5 Years
27.0,True,False,False,PyTorch,95292,25+ Years
2.9,True,True,True,Keras,17502, < 5 Years
0.0,False,False,False,,436, < 5 Years
0.86,True,False,False,TensorFlow,1745, < 5 Years
26.9,True,True,True,Scikit-learn,87955,25+ Years
8.3,True,True,True,Scikit-learn,13334,5-10 Years
2.5,True,False,False,Scikit-learn,51847, < 5 Years
2.6,True,True,False,Keras,63085, < 5 Years
2.5,True,False,False,,73758, < 5 Years
1.8,True,False,False,Scikit-learn,2222, < 5 Years
9.4,False,False,False,,663,5-10 Years
7.6,True,False,True,,36150,5-10 Years
0.82,True,True,True,,971, < 5 Years
0.26,False,False,False,,73437, < 5 Years
0.71,False,False,True,,139, < 5 Years
11.8,True,False,False,,109123,10-15 Years
2.2,True,True,False,,54302, < 5 Years
0.51,True,True,False,Scikit-learn,35109, < 5 Years
0.54,False,True,False,Keras,60422, < 5 Years
2.3,True,False,True,Scikit-learn,74722, < 5 Years
0.52,False,False,False,,68336, < 5 Years
25.2,True,False,False,TensorFlow,207348,25+ Years
1.4,True,False,True,PyTorch,57621, < 5 Years
2.2,True,False,False,Scikit-learn,913, < 5 Years
1.0,True,False,False,,51416, < 5 Years
0.0,False,False,False,,71884, < 5 Years
4.4,True,False,False,Scikit-learn,67595, < 5 Years
2.9,True,False,False,Keras,61371, < 5 Years
2.9,True,False,False,Keras,53, < 5 Years
22.8,True,False,False,Scikit-learn,62305,20-25 Years
4.8,True,False,False,TensorFlow,71738, < 5 Years
21.7,True,True,True,,151187,20-25 Years
3.2,True,False,True,,3969, < 5 Years
12.4,True,True,True,,175393,10-15 Years
4.7,True,False,True,Scikit-learn,14333, < 5 Years
2.8,True,False,True,PyTorch,14698, < 5 Years
1.4,True,False,True,Scikit-learn,67918, < 5 Years
18.7,True,True,False,Scikit-learn,38513,15-20 Years
4.6,True,False,False,Keras,636, < 5 Years
2.8,True,False,True,TensorFlow,1090, < 5 Years
0.57,True,False,False,Scikit-learn,60573, < 5 Years
4.0,True,False,False,Keras,463, < 5 Years
4.3,True,True,True,TensorFlow,1159, < 5 Years
3.6,True,True,False,Keras,54126, < 5 Years
0.42,True,False,False,,54102, < 5 Years
17.3,False,False,False,,37515,15-20 Years
1.6,True,False,False,Scikit-learn,63110, < 5 Years
0.48,True,False,False,,297, < 5 Years
1.2,True,False,False,Scikit-learn,33787, < 5 Years
9.4,False,False,False,,12741,5-10 Years
0.81,True,False,True,,58931, < 5 Years
1.4,True,False,False,TensorFlow,121064, < 5 Years
0.48,True,False,False,,788, < 5 Years
21.5,True,False,False,Scikit-learn,993,20-25 Years
0.81,True,False,False,PyTorch,68684, < 5 Years
1.1,True,False,False,Scikit-learn,56332, < 5 Years
1.5,True,False,False,Scikit-learn,198813, < 5 Years
0.81,True,False,False,,53366, < 5 Years
1.4,True,True,False,Scikit-learn,21899, < 5 Years
0.0,False,False,False,,2143, < 5 Years
5.4,True,False,True,Scikit-learn,116400,5-10 Years
22.6,True,False,False,Scikit-learn,38430,20-25 Years
0.39,True,False,True,Scikit-learn,67920, < 5 Years
1.9,True,False,True,,65908, < 5 Years
0.68,True,False,True,Scikit-learn,16282, < 5 Years
2.1,True,False,False,,55269, < 5 Years
0.48,True,False,False,Scikit-learn,61678, < 5 Years
4.3,True,False,True,PyTorch,936, < 5 Years
15.6,True,True,True,PyTorch,1190,15-20 Years
0.72,True,False,True,Scikit-learn,69859, < 5 Years
1.7,True,True,True,,36928, < 5 Years
15.6,True,True,False,Scikit-learn,20209,15-20 Years
15.4,True,False,False,Scikit-learn,66680,15-20 Years
9.4,True,False,True,Scikit-learn,6561,5-10 Years
0.32,True,False,False,,120, < 5 Years
4.5,True,False,False,Keras,63891, < 5 Years
1.9,True,False,True,Keras,54159, < 5 Years
9.5,True,False,True,TensorFlow,11423,5-10 Years
4.9,True,False,True,Scikit-learn,7886, < 5 Years
4.0,True,False,False,,235, < 5 Years
3.8,True,False,True,Scikit-learn,27245, < 5 Years
1.5,False,False,False,,67599, < 5 Years
4.8,True,False,False,Keras,73175, < 5 Years
2.3,True,False,True,PyTorch,114401, < 5 Years
2.8,False,False,True,,54384, < 5 Years
2.6,True,True,False,TensorFlow,67900, < 5 Years
1.8,True,True,True,Scikit-learn,15019, < 5 Years
2.3,True,False,False,Keras,704, < 5 Years
0.29,True,False,False,,62858, < 5 Years
10.0,False,True,False,,17623,10-15 Years
2.4,True,False,True,Scikit-learn,108883, < 5 Years
0.61,True,False,True,TensorFlow,71770, < 5 Years
1.6,True,True,True,TensorFlow,122131, < 5 Years
0.0,False,False,False,,29432, < 5 Years
16.1,True,False,True,Keras,158675,15-20 Years
18.0,False,True,True,Scikit-learn,93099,15-20 Years
0.7,True,False,True,Scikit-learn,1025, < 5 Years
3.3,True,False,False,Scikit-learn,2851, < 5 Years
2.3,True,True,False,Keras,28723, < 5 Years
2.5,True,False,True,,66139, < 5 Years
2.3,True,False,False,,513, < 5 Years
3.9,True,False,False,Scikit-learn,55207, < 5 Years
0.72,True,False,False,,57694, < 5 Years
0.37,False,False,False,,1776, < 5 Years
17.9,True,False,False,Scikit-learn,17998,15-20 Years
0.46,True,False,False,,70392, < 5 Years
5.3,False,True,False,Scikit-learn,46223,5-10 Years
2.9,True,False,True,Scikit-learn,62369, < 5 Years
28.5,False,False,True,,4904,25+ Years
2.1,True,False,False,Keras,59879, < 5 Years
15.8,True,False,True,Scikit-learn,34460,15-20 Years
14.4,True,False,False,Scikit-learn,26565,10-15 Years
4.0,True,False,True,Scikit-learn,54035, < 5 Years
1.2,True,False,False,,73197, < 5 Years
0.26,True,False,False,Keras,5831, < 5 Years
3.9,True,False,False,Keras,491, < 5 Years
2.2,True,False,True,Scikit-learn,1062, < 5 Years
9.0,True,False,False,PyTorch,1947,5-10 Years
11.5,True,True,False,Scikit-learn,86341,10-15 Years
0.28,True,False,True,,53711, < 5 Years
4.4,True,False,True,TensorFlow,190, < 5 Years
0.97,False,False,False,PyTorch,54891, < 5 Years
0.6,True,False,True,,1177, < 5 Years
0.98,True,True,True,,2674, < 5 Years
22.9,True,False,True,Scikit-learn,119842,20-25 Years
0.34,False,False,False,,419, < 5 Years
2.4,True,False,False,TensorFlow,1417, < 5 Years
0.41,True,False,True,TensorFlow,639, < 5 Years
14.4,True,False,True,TensorFlow,25024,10-15 Years
2.7,True,False,True,,115884, < 5 Years
0.37,True,False,False,Keras,72884, < 5 Years
7.9,True,True,False,PyTorch,22637,5-10 Years
0.0,False,False,False,,977, < 5 Years
0.26,True,False,False,Scikit-learn,67684, < 5 Years
0.42,True,False,True,,58975, < 5 Years
0.68,True,True,False,Scikit-learn,60, < 5 Years
6.7,True,True,True,,50615,5-10 Years
1.5,True,False,False,Scikit-learn,2909, < 5 Years
2.5,True,False,True,Keras,70789, < 5 Years
0.62,True,True,True,,66377, < 5 Years
0.96,True,False,False,,73220, < 5 Years
0.67,True,False,False,,591, < 5 Years
3.2,True,False,False,,52068, < 5 Years
8.6,False,True,True,,117982,5-10 Years
1.7,True,False,True,TensorFlow,183, < 5 Years
20.7,True,False,False,TensorFlow,118478,20-25 Years
4.8,True,False,False,,249, < 5 Years
0.87,False,False,True,,74452, < 5 Years
0.42,True,False,False,PyTorch,26879, < 5 Years
3.4,True,False,False,PyTorch,60544, < 5 Years
6.8,True,False,True,Scikit-learn,70807,5-10 Years
2.4,True,False,True,TensorFlow,68802, < 5 Years
0.51,True,True,True,,58242, < 5 Years
7.5,True,False,True,PyTorch,39546,5-10 Years
8.1,True,True,True,Scikit-learn,171609,5-10 Years
0.56,True,False,False,,72568, < 5 Years
1.8,True,False,True,,187, < 5 Years
0.47,False,False,True,Scikit-learn,1721, < 5 Years
3.2,True,False,True,Scikit-learn,53849, < 5 Years
2.7,True,False,True,,743, < 5 Years
29.4,True,True,True,,20067,25+ Years
1.5,True,True,True,,73144, < 5 Years
0.75,True,False,False,Scikit-learn,62551, < 5 Years
0.84,True,False,True,Scikit-learn,7421, < 5 Years
2.9,True,False,False,Scikit-learn,23785, < 5 Years
0.78,True,True,True,Scikit-learn,9241, < 5 Years
0.45,True,False,True,PyTorch,55274, < 5 Years
2.5,True,False,True,Keras,74178, < 5 Years
3.5,True,False,False,Keras,66507, < 5 Years
2.5,True,True,False,,57480, < 5 Years
3.6,True,False,True,Scikit-learn,23013, < 5 Years
5.0,True,False,True,,28418,5-10 Years
0.44,True,False,True,PyTorch,1899, < 5 Years
1.8,True,False,True,PyTorch,58907, < 5 Years
5.2,True,True,True,PyTorch,283485,5-10 Years
0.48,True,True,True,TensorFlow,40, < 5 Years
4.8,True,False,False,,62420, < 5 Years
9.6,True,False,True,PyTorch,110269,5-10 Years
0.39,True,False,True,TensorFlow,422, < 5 Years
0.26,True,True,True,Keras,944, < 5 Years
7.0,True,False,True,Scikit-learn,93968,5-10 Years
7.3,True,False,False,TensorFlow,62296,5-10 Years
4.9,True,False,False,Scikit-learn,22594, < 5 Years
1.8,True,False,False,PyTorch,66912, < 5 Years
13.9,True,False,False,PyTorch,66956,10-15 Years
0.56,True,False,True,,5668, < 5 Years
2.8,True,False,False,Scikit-learn,2684, < 5 Years
2.3,True,False,False,Keras,69189, < 5 Years
1.9,True,False,False,TensorFlow,74725, < 5 Years
0.83,True,False,False,Scikit-learn,298, < 5 Years
4.0,True,False,False,Scikit-learn,48925, < 5 Years
1.1,True,True,True,PyTorch,19017, < 5 Years
2.4,True,False,False,,73523, < 5 Years
2.7,True,True,True,Scikit-learn,35391, < 5 Years
28.5,True,False,True,Scikit-learn,257750,25+ Years
1.2,False,False,False,,21907, < 5 Years
24.1,True,False,True,Scikit-learn,183845,20-25 Years
3.0,True,False,False,Scikit-learn,57437, < 5 Years
0.71,True,False,False,,74867, < 5 Years
1.6,True,True,False,,67231, < 5 Years
0.29,True,False,False,,72174, < 5 Years
0.64,True,False,False,Scikit-learn,73990, < 5 Years
1.2,True,True,False,,65133, < 5 Years
10.0,True,False,True,,55519,10-15 Years
4.6,True,False,True,Scikit-learn,24721, < 5 Years
19.1,True,False,False,PyTorch,65727,15-20 Years
0.25,False,False,False,,56727, < 5 Years
1.4,True,False,False,Keras,7583, < 5 Years
12.8,True,False,False,Scikit-learn,50294,10-15 Years
4.6,True,False,True,Scikit-learn,101173, < 5 Years
5.0,True,True,True,Keras,71162,5-10 Years
3.2,True,False,False,PyTorch,61795, < 5 Years
4.1,True,False,True,,10689, < 5 Years
3.5,True,True,True,Keras,14756, < 5 Years
6.0,True,False,True,Scikit-learn,11590,5-10 Years
1.4,True,False,False,,70583, < 5 Years
0.6,True,False,True,Scikit-learn,23229, < 5 Years
11.0,True,False,False,TensorFlow,65807,10-15 Years
2.7,True,True,True,TensorFlow,64300, < 5 Years
3.5,True,True,False,Scikit-learn,63449, < 5 Years
1.0,True,False,False,TensorFlow,50422, < 5 Years
1.9,True,False,True,PyTorch,3225, < 5 Years
0.0,False,False,False,,33, < 5 Years
1.8,True,False,True,Scikit-learn,1857, < 5 Years
1.1,True,False,True,Scikit-learn,2492, < 5 Years
29.6,False,False,True,Scikit-learn,38052,25+ Years
0.22,True,False,False,,51282, < 5 Years
3.2,True,False,True,Keras,58450, < 5 Years
11.1,True,False,True,PyTorch,57490,10-15 Years
1.4,True,False,True,,758, < 5 Years
0.23,True,False,False,Scikit-learn,51173, < 5 Years
4.6,True,False,False,Scikit-learn,55267, < 5 Years
2.0,False,False,False,,96, < 5 Years
0.34,True,False,False,,58449, < 5 Years
0.67,False,True,False,,71224, < 5 Years
1.8,True,True,False,,51493, < 5 Years
0.58,True,False,False,Scikit-learn,419, < 5 Years
6.8,True,True,True,Keras,2155,5-10 Years
0.85,True,False,False,,69897, < 5 Years
2.0,True,False,False,TensorFlow,13071, < 5 Years
5.5,True,False,False,Scikit-learn,11619,5-10 Years
1.9,True,False,True,Scikit-learn,74568, < 5 Years
7.2,True,False,False,PyTorch,44884,5-10 Years
6.3,True,False,False,Scikit-learn,69608,5-10 Years
7.3,True,False,True,Scikit-learn,120097,5-10 Years
0.58,True,False,False,,64507, < 5 Years
13.4,True,True,True,PyTorch,82978,10-15 Years
5.6,True,True,False,Scikit-learn,875,5-10 Years
1.5,True,False,False,PyTorch,70844, < 5 Years
1.0,True,True,False,Scikit-learn,55088, < 5 Years
0.27,True,False,False,,68410, < 5 Years
9.8,True,True,False,Scikit-learn,82130,5-10 Years
1.6,True,True,True,Scikit-learn,316, < 5 Years
2.2,True,True,True,Keras,7626, < 5 Years
4.5,True,False,False,Scikit-learn,15541, < 5 Years
0.25,True,False,False,PyTorch,302, < 5 Years
2.9,True,True,False,Keras,56518, < 5 Years
2.8,False,True,False,,73263, < 5 Years
2.9,True,False,False,PyTorch,50803, < 5 Years
5.0,True,False,False,PyTorch,54201,5-10 Years
9.5,True,False,True,Scikit-learn,24717,5-10 Years
0.89,False,False,False,,3870, < 5 Years
2.3,False,False,False,Scikit-learn,503, < 5 Years
6.2,True,False,False,Scikit-learn,6807,5-10 Years
2.0,True,False,False,Keras,39839, < 5 Years
2.5,False,False,True,,4901, < 5 Years
0.92,True,False,True,Scikit-learn,613, < 5 Years
3.0,False,False,True,,760, < 5 Years
1.4,True,False,False,PyTorch,4383, < 5 Years
13.0,False,True,True,,82040,10-15 Years
2.4,True,False,False,TensorFlow,280, < 5 Years
0.99,True,False,True,Scikit-learn,2636, < 5 Years
1.6,True,False,True,,349, < 5 Years
4.0,True,False,False,Scikit-learn,59642, < 5 Years
6.6,True,False,False,,64638,5-10 Years
15.2,True,False,True,TensorFlow,435,15-20 Years
2.3,True,False,True,Scikit-learn,506, < 5 Years
17.0,True,True,False,Scikit-learn,156068,15-20 Years
0.74,True,False,True,Scikit-learn,70336, < 5 Years
8.3,True,False,False,Keras,113123,5-10 Years
2.4,True,False,False,Keras,63939, < 5 Years
3.9,False,True,True,,115302, < 5 Years
0.82,True,False,False,,51118, < 5 Years
27.1,True,True,False,TensorFlow,218767,25+ Years
2.5,True,True,False,Scikit-learn,61404, < 5 Years
2.4,True,False,True,TensorFlow,58790, < 5 Years
19.5,True,False,False,PyTorch,21043,15-20 Years
0.94,True,False,False,,70634, < 5 Years
3.0,True,False,False,TensorFlow,168372, < 5 Years
0.82,True,False,False,,487, < 5 Years
1.8,True,False,False,Keras,60757, < 5 Years
17.3,True,True,False,Scikit-learn,25219,15-20 Years
0.54,True,False,False,,60779, < 5 Years
0.7,True,False,False,Scikit-learn,63345, < 5 Years
5.2,True,False,False,Keras,3207,5-10 Years
0.0,False,False,False,,7963, < 5 Years
1.0,True,False,False,TensorFlow,4751, < 5 Years
20.9,True,True,True,Scikit-learn,76443,20-25 Years
0.25,True,True,True,,1462, < 5 Years
0.0,False,False,False,,44036, < 5 Years
0.34,True,False,False,Keras,160, < 5 Years
4.9,True,False,False,Scikit-learn,49998, < 5 Years
0.75,True,False,True,TensorFlow,3872, < 5 Years
0.0,False,False,False,,108, < 5 Years
0.61,True,False,False,TensorFlow,19028, < 5 Years
2.2,True,False,False,,71517, < 5 Years
1.0,False,False,False,,73380, < 5 Years
10.6,True,False,False,,105181,10-15 Years
1.6,True,False,False,,253, < 5 Years
4.2,True,True,True,Scikit-learn,53555, < 5 Years
3.1,True,False,False,Scikit-learn,63470, < 5 Years
3.9,True,True,False,Scikit-learn,63411, < 5 Years
1.7,True,False,True,Scikit-learn,61495, < 5 Years
0.28,True,False,False,TensorFlow,488, < 5 Years
0.0,False,False,False,,2145, < 5 Years
1.9,True,False,False,,72124, < 5 Years
1.3,True,False,False,,69420, < 5 Years
6.1,True,False,False,TensorFlow,92,5-10 Years
0.69,True,False,True,Keras,2348, < 5 Years
12.3,True,False,True,Scikit-learn,26541,10-15 Years
4.2,True,False,True,Scikit-learn,3914, < 5 Years
6.6,True,False,False,PyTorch,10372,5-10 Years
3.6,True,False,True,Scikit-learn,60070, < 5 Years
3.1,True,True,False,Scikit-learn,63198, < 5 Years
3.5,True,False,False,TensorFlow,45585, < 5 Years
16.3,False,True,False,,186271,15-20 Years
3.5,True,False,False,Keras,8461, < 5 Years
11.5,True,False,False,TensorFlow,10999,10-15 Years
4.0,True,True,True,,14977, < 5 Years
11.7,True,True,True,Scikit-learn,202082,10-15 Years
0.68,True,False,False,,73203, < 5 Years
7.2,True,False,True,PyTorch,756,5-10 Years
28.4,True,False,True,Scikit-learn,4097,25+ Years
7.8,True,True,True,TensorFlow,62178,5-10 Years
2.2,True,False,False,Scikit-learn,73666, < 5 Years
4.2,True,True,False,Scikit-learn,69221, < 5 Years
0.37,True,True,True,Scikit-learn,76563, < 5 Years
0.53,True,False,True,PyTorch,211913, < 5 Years
0.32,True,False,False,,8867, < 5 Years
25.9,True,False,True,Scikit-learn,137637,25+ Years
26.7,True,False,True,PyTorch,845,25+ Years
29.7,True,False,True,TensorFlow,2595,25+ Years
9.6,True,False,True,Scikit-learn,3238,5-10 Years
0.0,False,False,False,,6316, < 5 Years
0.57,True,False,False,,66564, < 5 Years
1.3,True,False,True,Keras,53189, < 5 Years
28.1,True,False,False,TensorFlow,3998,25+ Years
0.9,True,False,False,Scikit-learn,60463, < 5 Years
23.8,False,False,False,,70287,20-25 Years
8.6,True,True,True,TensorFlow,84758,5-10 Years
6.1,True,False,False,TensorFlow,56717,5-10 Years
1.3,True,False,True,Scikit-learn,62745, < 5 Years
0.0,False,False,False,,1698, < 5 Years
29.7,True,False,True,Scikit-learn,104286,25+ Years
0.46,False,False,False,TensorFlow,67920, < 5 Years
1.6,True,False,False,Scikit-learn,74681, < 5 Years
2.5,True,True,True,Scikit-learn,50967, < 5 Years
3.8,False,False,False,TensorFlow,4133, < 5 Years
10.2,False,False,False,,72846,10-15 Years
0.71,True,True,True,,69625, < 5 Years
0.32,True,False,True,Keras,13395, < 5 Years
0.51,False,False,False,,54698, < 5 Years
6.3,True,False,True,Scikit-learn,94382,5-10 Years
23.3,True,True,True,,183971,20-25 Years
8.2,True,False,False,Scikit-learn,14715,5-10 Years
7.3,False,True,False,Keras,365272,5-10 Years
17.3,True,False,True,,7592,15-20 Years
1.6,True,True,True,TensorFlow,73753, < 5 Years
4.1,True,False,False,,67864, < 5 Years
1.1,True,False,True,TensorFlow,67980, < 5 Years
1.1,True,True,True,,398, < 5 Years
1.2,True,False,False,,45, < 5 Years
19.4,True,False,True,Scikit-learn,100491,15-20 Years
0.31,True,False,False,,55367, < 5 Years
1.4,True,False,False,Scikit-learn,81347, < 5 Years
15.0,True,False,True,TensorFlow,115404,15-20 Years
2.2,True,False,True,PyTorch,60362, < 5 Years
5.1,True,True,True,TensorFlow,22611,5-10 Years
1.9,True,False,True,PyTorch,781, < 5 Years
3.2,False,True,False,,101594, < 5 Years
0.31,True,False,False,,4004, < 5 Years
3.4,True,False,False,TensorFlow,74785, < 5 Years
15.9,True,False,True,,51889,15-20 Years
2.8,True,False,False,Scikit-learn,589, < 5 Years
29.0,False,False,True,Scikit-learn,35354,25+ Years
7.5,True,False,True,Scikit-learn,3443,5-10 Years
0.5,True,False,False,Scikit-learn,18892, < 5 Years
0.6,True,False,True,Keras,599, < 5 Years
0.21,True,False,False,,57821, < 5 Years
0.93,True,False,False,,54795, < 5 Years
1.7,False,False,True,,58713, < 5 Years
0.82,True,True,True,,92, < 5 Years
1.2,True,False,False,Scikit-learn,2207, < 5 Years
0.48,True,True,False,,60814, < 5 Years
5.9,True,False,True,TensorFlow,35418,5-10 Years
0.69,True,False,False,,52354, < 5 Years
1.1,True,False,False,Scikit-learn,1099, < 5 Years
0.79,False,False,False,PyTorch,7091, < 5 Years
0.39,True,False,True,Scikit-learn,587, < 5 Years
2.2,True,False,False,Scikit-learn,772, < 5 Years
2.2,True,False,True,Scikit-learn,5502, < 5 Years
0.0,False,False,False,,432, < 5 Years
8.8,True,False,False,Scikit-learn,29304,5-10 Years
5.0,True,False,False,Scikit-learn,1430,5-10 Years
27.5,False,False,False,,69787,25+ Years
6.6,True,False,True,Keras,190835,5-10 Years
2.3,True,False,False,TensorFlow,667, < 5 Years
5.0,False,True,True,,14248,5-10 Years
4.0,True,True,True,Scikit-learn,51129, < 5 Years
16.3,True,False,False,Scikit-learn,88105,15-20 Years
5.2,True,False,True,Keras,362,5-10 Years
17.1,True,False,False,TensorFlow,28652,15-20 Years
1.1,True,False,True,Scikit-learn,60496, < 5 Years
0.53,True,False,False,,53170, < 5 Years
0.26,False,True,False,,50391, < 5 Years
9.0,True,False,True,Keras,7236,5-10 Years
2.8,True,True,False,TensorFlow,39123, < 5 Years
4.6,True,True,True,TensorFlow,75022, < 5 Years
2.9,True,False,True,Scikit-learn,8380, < 5 Years
0.48,True,False,False,,71048, < 5 Years
0.99,True,False,False,Keras,6471, < 5 Years
1.4,True,False,False,,61777, < 5 Years
0.51,True,False,True,PyTorch,684, < 5 Years
5.6,True,False,False,PyTorch,66463,5-10 Years
2.9,True,False,False,TensorFlow,9360, < 5 Years
0.85,True,False,False,,68438, < 5 Years
0.64,True,True,False,Scikit-learn,62556, < 5 Years
9.5,True,False,False,,172296,5-10 Years
3.1,True,False,True,,64667, < 5 Years
0.45,False,True,False,,39361, < 5 Years
2.5,True,True,True,Scikit-learn,52352, < 5 Years
0.0,False,False,False,,2525, < 5 Years
1.6,True,False,False,,61030, < 5 Years
4.0,True,False,False,Scikit-learn,58080, < 5 Years
3.2,True,False,True,PyTorch,99533, < 5 Years
0.56,True,False,False,Scikit-learn,68655, < 5 Years
1.0,True,False,False,PyTorch,69271, < 5 Years
11.1,True,True,True,Scikit-learn,91637,10-15 Years
2.8,True,False,False,Scikit-learn,173903, < 5 Years
2.9,True,True,True,,74754, < 5 Years
0.46,True,False,True,Scikit-learn,62663, < 5 Years
1.8,True,False,False,Scikit-learn,53571, < 5 Years
8.2,True,False,True,PyTorch,46784,5-10 Years
1.1,True,False,False,PyTorch,54002, < 5 Years
1.4,True,False,False,,61186, < 5 Years
4.3,True,False,False,Keras,54336, < 5 Years
5.5,True,False,True,Scikit-learn,41399,5-10 Years
8.7,True,True,True,Keras,65826,5-10 Years
0.58,True,False,False,,121700, < 5 Years
3.7,False,False,True,Scikit-learn,110296, < 5 Years
2.3,True,False,True,Scikit-learn,1654, < 5 Years
8.5,True,False,False,TensorFlow,59580,5-10 Years
1.2,True,True,True,,60556, < 5 Years
8.1,True,False,False,,42129,5-10 Years
3.1,True,False,False,TensorFlow,48917, < 5 Years
1.0,True,False,False,,56081, < 5 Years
17.4,True,True,True,Scikit-learn,29820,15-20 Years
0.0,False,False,False,,8, < 5 Years
2.5,True,False,True,Keras,77917, < 5 Years
0.84,False,False,True,,66893, < 5 Years
0.22,False,False,False,,71875, < 5 Years
0.28,True,False,False,PyTorch,3749, < 5 Years
4.2,True,False,False,Scikit-learn,71443, < 5 Years
11.7,True,False,True,PyTorch,171365,10-15 Years
2.3,True,False,True,TensorFlow,32704, < 5 Years
2.2,True,False,True,Keras,68380, < 5 Years
1.3,False,False,False,,78187, < 5 Years
1.4,True,False,True,Scikit-learn,70988, < 5 Years
2.6,False,False,False,Scikit-learn,59671, < 5 Years
1.0,True,False,False,Keras,635, < 5 Years
2.4,True,False,True,Scikit-learn,53143, < 5 Years
0.53,True,False,False,,777, < 5 Years
0.0,False,False,False,,216, < 5 Years
1.8,True,False,False,TensorFlow,68573, < 5 Years
0.93,True,False,False,Scikit-learn,57295, < 5 Years
